stemmer,word,idf
porter2,feliz,7.396076
porter2,navidad,8.595054
porter2,running,2.387765
porter2,marshall,4.443144
porter2,county,3.147429
porter2,schools,2.116871
porter2,sun,2.768614
porter2,tzu,7.373609
porter2,halloween,4.508216
porter2,school,2.116871
porter2,dreams,3.070533
porter2,interpretation,4.379127
porter2,wilson,4.591273
porter2,instruction,3.431193
porter2,cole,5.211118
porter2,how,1.377157
porter2,has,1.305001
porter2,african,3.963719
porter2,music,2.127741
porter2,influence,4.014549
porter2,bewitched,7.971861
porter2,cast,3.953109
porter2,mister,6.334201
porter2,rogers,4.511016
porter2,game,2.057308
porter2,theory,4.056324
porter2,view,1.108573
porter2,my,1.132166
porter2,internet,2.333453
porter2,ketogenic,9.933725
porter2,diet,4.081800
porter2,nasa,5.557815
porter2,interplanetary,9.044053
porter2,missions,3.206233
porter2,hayrides,9.170814
porter2,pa,3.935169
porter2,where,1.809873
porter2,to,0.253748
porter2,find,1.120432
porter2,morel,8.283149
porter2,mushrooms,5.515987
porter2,magnesium,6.632271
porter2,rich,3.652457
porter2,foods,2.346305
porter2,common,2.786872
porter2,schizophrenia,7.006195
porter2,drugs,3.413734
porter2,carotid,8.797762
porter2,cavernous,7.116537
porter2,fistula,8.707253
porter2,fidel,6.357060
porter2,castro,6.456565
porter2,yoga,4.924685
porter2,norway,4.397509
porter2,spruce,6.625209
porter2,sangre,8.614074
porter2,de,2.686795
porter2,cristo,7.973321
porter2,mountains,3.496484
porter2,electronic,3.115469
porter2,medical,2.823087
porter2,record,2.615686
porter2,educational,2.049448
porter2,advantages,3.589012
porter2,social,2.395129
porter2,networking,2.342086
porter2,sites,0.976628
porter2,flowering,3.372063
porter2,plants,3.377925
porter2,tie,4.043290
porter2,windsor,5.476259
porter2,knot,5.764430
porter2,recycling,4.504208
porter2,lead,2.565433
porter2,acid,4.649989
porter2,batteries,3.890314
porter2,altitude,6.272695
porter2,sickness,4.287132
porter2,care,2.137054
porter2,jehovah,7.756346
porter2,witnesses,4.004115
porter2,pink,3.848058
porter2,slime,7.064308
porter2,ground,3.333389
porter2,mean,2.411372
lovins,raspberry,6.209124
lovins,pi,4.344974
lovins,uss,0.499009
lovins,carl,4.561831
lovins,vinson,8.425531
lovins,reviews,2.036838
lovins,of,0.250675
lovins,les,3.061909
lovins,miserables,8.121681
lovins,rules,6.126841
lovins,golf,3.659305
lovins,average,3.583285
lovins,charitable,5.446134
lovins,donation,1.481305
lovins,wind,3.627119
lovins,power,1.507213
lovins,bph,8.407495
lovins,treatment,3.659023
lovins,doctor,3.862600
lovins,zhivago,9.888077
lovins,land,3.022744
lovins,surveyor,6.597636
lovins,gps,4.283428
lovins,what,1.194394
lovins,is,0.527370
lovins,madagascar,5.095029
lovins,known,2.920562
lovins,for,0.320278
lovins,home,0.606695
lovins,theater,4.233471
lovins,systems,1.998993
lovins,carpal,6.322840
lovins,tunnel,5.380269
lovins,syndrome,5.247039
lovins,capital,3.634348
lovins,gains,3.595822
lovins,tax,2.975505
lovins,rate,2.070183
lovins,maryland,3.891172
lovins,department,3.100557
lovins,natural,2.400287
lovins,resources,1.735583
lovins,nicolas,4.861270
lovins,cage,4.958074
lovins,movies,2.066035
lovins,kids,2.685124
lovins,earth,3.404511
lovins,day,1.232067
lovins,activities,1.497103
lovins,solar,3.378069
lovins,water,2.631371
lovins,fountains,5.276012
lovins,was,1.351580
lovins,the,0.165628
lovins,name,1.434211
lovins,elvis,5.664880
lovins,presley,7.032194
lovins,s,0.448648
lovins,nba,4.568464
lovins,records,2.686465
lovins,electoral,6.191797
lovins,college,2.842147
lovins,results,2.186794
lovins,2008,1.988047
lovins,male,3.063415
lovins,menopause,6.370131
lovins,usda,4.401303
lovins,food,2.344483
lovins,pyramid,5.779751
lovins,making,1.294201
lovins,chicken,4.162826
lovins,soup,4.825247
lovins,from,0.695855
lovins,scratch,4.794715
lovins,black,2.504103
lovins,and,0.266484
lovins,gold,2.869810
lovins,traverse,6.043315
lovins,city,1.932286
lovins,i,0.867824
lovins,will,1.081181
lovins,survive,4.935219
lovins,lyrics,4.506557
lovins,hawaiian,3.815576
lovins,volcano,5.970031
lovins,observatories,8.448950
lovins,beef,5.139774
lovins,stroganoff,9.255054
lovins,recipe,3.667611
lovins,world,1.534650
lovins,biggest,4.074875
lovins,dog,3.166960
lovins,are,0.691053
lovins,seven,3.739464
lovins,deadly,3.323717
lovins,sins,4.564642
lovins,hurricane,5.156012
lovins,irene,4.230162
lovins,flooding,4.717937
lovins,in,0.263045
lovins,manville,9.139298
lovins,nj,4.513726
lovins,hair,3.361712
lovins,dye,5.248078
lovins,dark,3.158473
lovins,chocolate,4.168488
lovins,health,2.063987
lovins,benefits,2.736453
lovins,ham,5.247201
lovins,radio,3.044964
lovins,symptoms,4.700537
lovins,mad,1.813782
lovins,cow,5.104205
lovins,disease,3.777722
lovins,humans,2.670965
lovins,lump,6.065573
lovins,throat,5.337336
lovins,george,2.915310
lovins,bush,4.449145
lovins,sr,4.002000
lovins,bio,3.915468
lovins,frank,4.132120
lovins,lloyd,5.552777
lovins,wright,5.102414
lovins,biography,4.409993
lovins,presidential,3.227787
lovins,middle,3.233055
lovins,names,1.434211
lovins,a,0.251930
lovins,wiki,4.207942
lovins,cannellini,10.009585
lovins,beans,4.709555
lovins,afghanistan,4.599696
lovins,flag,4.052654
lovins,old,2.307190
lovins,town,3.166758
lovins,scottsdale,6.198949
lovins,roosevelt,6.197206
lovins,island,2.948185
lovins,civil,3.473811
lovins,war,2.860234
lovins,battles,3.764578
lovins,south,2.495108
lovins,carolina,3.586141
lovins,rain,3.707897
lovins,man,1.464926
lovins,eggs,3.875246
lovins,shelf,5.192514
lovins,life,1.809728
lovins,occupational,3.940061
lovins,therapist,4.075068
lovins,ford,4.476981
lovins,edge,3.621598
lovins,problems,2.481054
lovins,identifying,3.460194
lovins,spider,4.908399
lovins,bites,2.665300
lovins,history,2.088246
lovins,orcas,6.505291
lovins,tooth,5.633043
lovins,abscess,8.101351
lovins,barrett,6.132676
lovins,esophagus,7.815764
lovins,teddy,4.578213
lovins,bears,3.577721
lovins,patron,5.198841
lovins,saint,3.841576
lovins,mental,2.988363
lovins,illness,3.292613
lovins,holes,3.290059
lovins,by,0.389941
lovins,louis,4.023685
lovins,sachar,10.064466
lovins,hip,3.978543
lovins,roof,4.537157
lovins,carpenter,5.918721
lovins,bee,0.828504
lovins,american,2.485478
lovins,revolutionary,5.235778
lovins,folk,3.772440
lovins,remedies,4.891380
lovins,sore,3.033195
lovins,balding,6.101990
lovins,cure,1.518578
lovins,evidence,3.376878
lovins,evolution,3.800065
lovins,tribe,4.960069
lovins,formerly,3.560815
lovins,living,1.733495
lovins,alabama,3.984982
lovins,f5,Q:tornado
lovins,heart,2.239052
lovins,attack,3.543815
lovins,feliz,7.393019
lovins,navidad,8.594740
lovins,running,2.372470
lovins,marshall,4.520610
lovins,county,2.587279
lovins,schools,2.116529
lovins,sun,2.673594
lovins,tzu,7.361616
lovins,halloween,4.506525
lovins,school,2.116529
lovins,dreams,3.037011
lovins,interpretation,4.499456
lovins,wilson,4.588804
lovins,instruction,3.295191
lovins,cole,3.539234
lovins,how,1.374110
lovins,has,1.283864
lovins,african,3.958973
lovins,music,2.055210
lovins,influence,3.913757
lovins,bewitched,7.990213
lovins,cast,3.913144
lovins,mister,6.119084
lovins,rogers,4.509336
lovins,game,2.043124
lovins,theory,4.025796
lovins,view,1.107808
lovins,my,1.131346
lovins,internet,2.333168
lovins,ketogenic,9.933725
lovins,diet,3.963744
lovins,nasa,5.192316
lovins,interplanetary,9.031181
lovins,missions,2.276841
lovins,hayrides,9.001043
lovins,pa,3.710765
lovins,where,1.808773
lovins,to,0.249354
lovins,find,1.119751
lovins,morel,7.367211
lovins,mushrooms,5.514745
lovins,magnesium,6.578464
lovins,rich,3.646018
lovins,foods,2.344483
lovins,common,2.788784
lovins,schizophrenia,6.775172
lovins,drugs,3.409808
lovins,carotid,8.817308
lovins,cavernous,7.072700
lovins,fistula,8.686165
lovins,fidel,7.471836
lovins,castro,6.279574
lovins,yoga,4.829850
lovins,norway,4.397795
lovins,spruce,6.624801
lovins,sangre,7.759382
lovins,de,2.086870
lovins,cristo,6.648875
lovins,mountains,3.519710
lovins,electronic,3.114860
lovins,medical,1.640440
lovins,record,2.686465
lovins,educational,2.048816
lovins,advantages,3.609817
lovins,social,2.379400
lovins,networking,2.343104
lovins,sites,0.938761
lovins,flowering,3.371690
lovins,plants,3.322896
lovins,tie,3.726733
lovins,windsor,5.477421
lovins,knot,5.536800
lovins,recycling,4.521835
lovins,lead,2.564568
lovins,acid,4.645726
lovins,batteries,4.691609
lovins,altitude,6.270696
lovins,sickness,4.252505
lovins,care,1.583847
lovins,jehovah,7.755667
lovins,witnesses,4.007665
lovins,pink,3.813147
lovins,slime,5.028131
lovins,ground,3.331909
lovins,mean,2.410231
wikt,raspberry,6.213825
wikt,pi,5.483672
wikt,uss,0.715988
wikt,carl,5.177832
wikt,vinson,8.427565
wikt,reviews,2.031718
wikt,of,0.250692
wikt,les,2.622159
wikt,miserables,6.022861
wikt,rules,2.545805
wikt,golf,3.649925
wikt,average,3.582543
wikt,charitable,5.479810
wikt,donation,4.045659
wikt,wind,3.615479
wikt,power,1.508170
wikt,bph,8.439857
wikt,treatment,2.990780
wikt,doctor,3.549860
wikt,zhivago,9.888840
wikt,land,2.733624
wikt,surveyor,3.600828
wikt,gps,4.421326
wikt,what,1.194345
wikt,is,0.535024
wikt,madagascar,5.092601
wikt,known,1.595367
wikt,for,0.343452
wikt,home,0.609297
wikt,theater,4.233680
wikt,systems,1.997102
wikt,carpal,7.820046
wikt,tunnel,5.390902
wikt,syndrome,5.255950
wikt,capital,3.649369
wikt,gains,3.602577
wikt,tax,3.291807
wikt,rate,2.141786
wikt,maryland,3.890885
wikt,department,2.940745
wikt,natural,2.958131
wikt,resources,1.735245
wikt,nicolas,6.375825
wikt,cage,4.994698
wikt,movies,2.665823
wikt,kids,2.687564
wikt,earth,3.394951
wikt,day,1.062981
wikt,activities,1.463868
wikt,solar,4.546577
wikt,water,2.584159
wikt,fountains,5.282868
wikt,was,1.360739
wikt,the,0.227034
wikt,name,1.445440
wikt,elvis,6.166647
wikt,presley,7.033225
wikt,s,0.448648
wikt,nba,5.060474
wikt,records,2.687439
wikt,electoral,6.163643
wikt,college,2.846247
wikt,results,2.188893
wikt,2008,1.988047
wikt,male,3.751915
wikt,menopause,6.373598
wikt,usda,6.272110
wikt,food,2.341445
wikt,pyramid,5.804590
wikt,making,1.254627
wikt,chicken,6.428857
wikt,soup,4.822303
wikt,from,0.696172
wikt,scratch,4.780780
wikt,black,2.503580
wikt,and,0.267570
wikt,gold,2.866608
wikt,traverse,6.227885
wikt,city,2.046349
wikt,i,0.867824
wikt,will,1.093777
wikt,survive,3.816699
wikt,lyrics,4.539323
wikt,hawaiian,3.815819
wikt,volcano,5.805915
wikt,observatories,6.427036
wikt,beef,5.143161
wikt,stroganoff,9.255256
wikt,recipe,3.675185
wikt,world,1.480806
wikt,biggest,4.074943
wikt,dog,3.184346
wikt,are,0.706685
wikt,seven,3.603341
wikt,deadly,3.322622
wikt,sins,4.672853
wikt,hurricane,5.160247
wikt,irene,6.308932
wikt,flooding,4.717099
wikt,in,0.264842
wikt,manville,9.164689
wikt,nj,4.528919
wikt,hair,3.366270
wikt,dye,5.223030
wikt,dark,3.163609
wikt,chocolate,4.168139
wikt,health,3.013416
wikt,benefits,2.738801
wikt,ham,5.616535
wikt,radio,3.187307
wikt,symptoms,4.701439
wikt,mad,3.177649
wikt,cow,5.151316
wikt,disease,3.777756
wikt,humans,2.644631
wikt,lump,6.060954
wikt,throat,5.084055
wikt,george,3.666632
wikt,bush,4.445352
wikt,sr,4.819765
wikt,bio,4.147416
wikt,frank,2.900412
wikt,lloyd,5.663746
wikt,wright,5.108591
wikt,biography,4.403579
wikt,presidential,3.211449
wikt,middle,3.215527
wikt,names,1.445440
wikt,a,0.251930
wikt,wiki,4.224176
wikt,cannellini,10.024773
wikt,beans,4.662637
wikt,afghanistan,4.599781
wikt,flag,4.108844
wikt,old,2.310773
wikt,town,3.118659
wikt,scottsdale,6.198968
wikt,roosevelt,6.200523
wikt,island,2.922178
wikt,civil,3.634515
wikt,war,3.069959
wikt,battles,3.806907
wikt,south,2.352205
wikt,carolina,3.595693
wikt,rain,3.741911
wikt,man,2.593309
wikt,eggs,4.320108
wikt,shelf,4.791231
wikt,life,1.720422
wikt,occupational,4.629664
wikt,therapist,4.076095
wikt,ford,4.488543
wikt,edge,3.620337
wikt,problems,2.487424
wikt,identifying,3.641755
wikt,spider,4.905055
wikt,bites,3.927836
wikt,history,2.234812
wikt,orcas,7.345706
wikt,tooth,5.704450
wikt,abscess,8.104358
wikt,barrett,6.356670
wikt,esophagus,7.814564
wikt,teddy,5.837141
wikt,bears,3.529544
wikt,patron,5.187444
wikt,saint,3.850939
wikt,mental,3.991200
wikt,illness,4.079375
wikt,holes,4.209540
wikt,by,0.390533
wikt,louis,4.174599
wikt,sachar,10.157368
wikt,hip,3.975384
wikt,roof,4.527714
wikt,carpenter,5.922690
wikt,bee,1.484573
wikt,american,2.163031
wikt,revolutionary,4.153648
wikt,folk,3.769292
wikt,remedies,4.968577
wikt,sore,5.486912
wikt,balding,6.151579
wikt,cure,4.627408
wikt,evidence,3.473756
wikt,evolution,4.495273
wikt,tribe,4.984320
wikt,formerly,1.905271
wikt,living,1.821838
wikt,alabama,3.985395
wikt,f5,Q:tornado
wikt,heart,2.242560
wikt,attack,3.530446
wikt,feliz,7.412815
wikt,navidad,8.613434
wikt,running,2.343625
wikt,marshall,4.536954
wikt,county,3.147136
wikt,schools,2.033495
wikt,sun,2.692260
wikt,tzu,7.373639
wikt,halloween,4.508257
wikt,school,2.033495
wikt,dreams,4.002520
wikt,interpretation,4.580202
wikt,wilson,4.599397
wikt,instruction,3.440616
wikt,cole,5.214517
wikt,how,1.377615
wikt,has,0.742745
wikt,african,3.963731
wikt,music,2.060902
wikt,influence,3.898024
wikt,bewitched,7.986333
wikt,cast,3.909309
wikt,mister,4.832864
wikt,rogers,5.414178
wikt,game,2.026033
wikt,theory,4.038312
wikt,view,1.088103
wikt,my,1.131995
wikt,internet,2.333581
wikt,ketogenic,10.016066
wikt,diet,4.038873
wikt,nasa,5.558895
wikt,interplanetary,9.045037
wikt,missions,3.183322
wikt,hayrides,9.173237
wikt,pa,3.777263
wikt,where,1.809918
wikt,to,0.253069
wikt,find,1.104666
wikt,morel,8.537698
wikt,mushrooms,5.513448
wikt,magnesium,6.631962
wikt,rich,3.787393
wikt,foods,2.341445
wikt,common,2.789495
wikt,schizophrenia,6.774765
wikt,drugs,3.412308
wikt,carotid,8.816786
wikt,cavernous,7.128975
wikt,fistula,8.692030
wikt,fidel,7.913222
wikt,castro,6.459443
wikt,yoga,4.919684
wikt,norway,4.397512
wikt,spruce,6.625034
wikt,sangre,8.637059
wikt,de,2.616069
wikt,cristo,8.011183
wikt,mountains,3.495750
wikt,electronic,3.116239
wikt,medical,2.924150
wikt,record,2.687439
wikt,educational,2.051735
wikt,advantages,3.589986
wikt,social,2.384944
wikt,networking,2.342041
wikt,sites,0.976441
wikt,flowering,2.938651
wikt,plants,3.352764
wikt,tie,3.850387
wikt,windsor,5.477884
wikt,knot,5.790926
wikt,recycling,4.512607
wikt,lead,1.929218
wikt,acid,4.643929
wikt,batteries,3.894668
wikt,altitude,6.265853
wikt,sickness,4.245599
wikt,care,2.127267
wikt,jehovah,7.755622
wikt,witnesses,3.929881
wikt,pink,3.814243
wikt,slime,6.794887
wikt,ground,3.331103
wikt,mean,2.706321
none,raspberry,6.399028
none,pi,5.622275
none,vinson,8.427565
none,uss,6.985742
none,carl,5.185010
none,miserables,8.137121
none,les,4.700058
none,reviews,2.599415
none,of,0.250712
none,golf,3.687521
none,rules,2.810695
none,charitable,5.490759
none,donation,4.607810
none,average,3.642867
none,wind,3.919368
none,power,2.553138
none,bph,8.448408
none,treatment,3.659766
none,zhivago,9.888840
none,doctor,3.864719
none,surveyor,7.172705
none,land,3.325468
none,gps,4.799868
none,madagascar,5.095092
none,known,2.921261
none,what,1.199468
none,is,0.535027
none,for,0.343452
none,theater,4.391734
none,systems,2.880976
none,home,0.616560
none,carpal,7.834324
none,tunnel,5.668159
none,syndrome,5.293188
none,gains,5.430568
none,capital,3.836900
none,rate,3.108511
none,tax,3.339425
none,maryland,3.891357
none,natural,3.090491
none,department,3.113398
none,resources,1.859154
none,nicolas,6.375825
none,cage,5.562056
none,movies,3.192002
none,earth,3.445423
none,activities,3.122949
none,kids,2.920155
none,day,1.575992
none,fountains,6.499262
none,solar,4.550815
none,water,2.714246
none,presley,7.033225
none,elvis,6.169198
none,name,1.568339
none,was,1.397887
none,s,0.448648
none,the,0.227034
none,nba,5.060608
none,records,3.650446
none,electoral,6.485202
none,results,2.519664
none,college,2.926887
none,2008,1.988047
none,menopause,6.472027
none,male,3.814187
none,pyramid,6.007913
none,usda,6.272110
none,food,2.391751
none,scratch,5.220157
none,soup,5.059269
none,chicken,4.514153
none,making,2.453918
none,from,0.696172
none,gold,3.238232
none,black,2.518388
none,and,0.267584
none,traverse,6.530946
none,city,2.139416
none,survive,4.953490
none,lyrics,4.728822
none,will,1.106787
none,i,0.867824
none,observatories,8.517155
none,volcano,6.423617
none,hawaiian,5.929984
none,stroganoff,9.255864
none,beef,5.224612
none,recipe,4.426806
none,biggest,4.074943
none,dog,3.447052
none,world,1.549206
none,sins,5.841025
none,deadly,5.005986
none,seven,3.764852
none,are,0.707182
none,manville,9.164689
none,flooding,6.278758
none,irene,6.310487
none,hurricane,5.437177
none,nj,4.528919
none,in,0.265289
none,dye,6.090481
none,hair,3.423293
none,chocolate,4.266296
none,dark,3.326799
none,benefits,3.064268
none,health,2.163627
none,ham,5.700892
none,radio,3.217758
none,cow,5.470818
none,humans,4.899548
none,symptoms,4.812081
none,mad,3.348980
none,disease,4.027697
none,lump,6.609637
none,throat,5.463563
none,bio,4.368300
none,bush,4.616067
none,sr,4.819765
none,george,3.702794
none,lloyd,5.663746
none,wright,5.119929
none,biography,4.734747
none,frank,4.383094
none,presidential,5.040412
none,names,3.438815
none,middle,3.236796
none,wiki,4.295290
none,a,0.251930
none,cannellini,10.025648
none,beans,5.436300
none,afghanistan,4.600083
none,flag,4.421703
none,scottsdale,6.198968
none,town,3.299117
none,old,2.331261
none,roosevelt,6.201756
none,island,3.115675
none,battles,5.744912
none,civil,3.770942
none,carolina,3.595693
none,war,3.298744
none,south,2.496217
none,rain,3.968025
none,man,2.665574
none,shelf,5.196897
none,eggs,5.018455
none,life,1.813813
none,therapist,5.934159
none,occupational,5.499796
none,ford,4.503391
none,edge,3.816673
none,problems,3.079642
none,bites,5.651999
none,identifying,5.298210
none,spider,5.161016
none,orcas,8.591189
none,history,2.242353
none,abscess,8.385696
none,tooth,5.799572
none,esophagus,7.816052
none,barrett,6.356670
none,teddy,5.892195
none,bears,5.006148
none,patron,5.863331
none,illness,4.997274
none,mental,4.212074
none,saint,4.056146
none,sachar,10.157368
none,holes,5.270614
none,louis,4.174796
none,by,0.390545
none,roof,4.803968
none,hip,4.158331
none,carpenter,6.150461
none,bee,5.101567
none,revolutionary,5.493411
none,american,2.570255
none,sore,5.931384
none,remedies,5.468400
none,folk,4.921462
none,balding,8.494373
none,cure,4.915565
none,evolution,4.601886
none,evidence,3.498934
none,tribe,5.925971
none,formerly,5.194900
none,alabama,3.985888
none,living,2.686906
none,f5,Q:tornado
none,attack,3.885843
none,heart,2.400302
none,navidad,8.613434
none,feliz,7.412815
none,running,3.232652
none,marshall,4.549062
none,schools,3.306510
none,county,3.197295
none,tzu,7.373639
none,sun,2.787683
none,halloween,4.508897
none,school,2.272140
none,interpretation,5.268074
none,dreams,4.002520
none,wilson,4.600309
none,instruction,4.722966
none,cole,5.304238
none,influence,4.398762
none,african,3.977829
none,music,2.175401
none,how,1.377910
none,has,1.305001
none,bewitched,8.615889
none,cast,4.213328
none,mister,6.372350
none,rogers,5.414178
none,theory,4.185109
none,game,2.680182
none,internet,2.338767
none,view,1.294638
none,my,1.132170
none,ketogenic,10.016066
none,diet,4.175069
none,interplanetary,9.045037
none,missions,5.524089
none,nasa,5.558895
none,hayrides,9.888458
none,pa,3.936034
none,morel,8.708894
none,mushrooms,6.180522
none,where,1.810778
none,find,1.180667
none,to,0.253763
none,magnesium,6.632433
none,foods,4.362590
none,rich,3.809932
none,schizophrenia,7.006943
none,drugs,4.134619
none,common,3.187303
none,cavernous,8.872807
none,carotid,8.834182
none,fistula,8.891215
none,fidel,7.913328
none,castro,6.459926
none,yoga,4.925587
none,spruce,6.732830
none,norway,4.397803
none,sangre,8.637059
none,cristo,8.011183
none,mountains,4.711371
none,de,2.686828
none,electronic,3.690356
none,record,3.389195
none,medical,2.929290
none,advantages,4.818796
none,networking,3.865564
none,educational,3.674067
none,sites,2.606911
none,social,2.440927
none,flowering,6.841631
none,plants,3.959582
none,knot,6.354084
none,windsor,5.477884
none,tie,4.847971
none,recycling,5.076485
none,acid,4.882062
none,batteries,4.962189
none,lead,3.223929
none,sickness,6.103558
none,altitude,6.355454
none,jehovah,7.786756
none,witnesses,4.903246
none,care,2.342575
none,slime,7.198295
none,pink,3.861246
none,ground,3.560290
none,mean,3.283367
