stemmer,word,stem,count
porter2,running,run,8
porter2,marshall,marshal,27
porter2,county,counti,10
porter2,schools,school,9
porter2,sun,sun,15
porter2,tzu,tzu,2
porter2,halloween,halloween,13
porter2,dreams,dream,19
porter2,interpretation,interpret,53
porter2,wilson,wilson,14
porter2,instruction,instruct,29
porter2,cole,cole,11
porter2,how,how,12
porter2,has,has,3
porter2,african,african,22
porter2,music,music,45
porter2,influence,influenc,31
porter2,bewitched,bewitch,13
porter2,cast,cast,19
porter2,mister,mister,22
porter2,rogers,roger,16
porter2,game,game,21
porter2,theory,theori,7
porter2,view,view,12
porter2,my,my,4
porter2,internet,internet,45
porter2,ketogenic,ketogen,4
porter2,diet,diet,11
porter2,nasa,nasa,3
porter2,interplanetary,interplanetari,5
porter2,missions,mission,34
porter2,hayrides,hayrid,6
porter2,pa,pa,6
porter2,where,where,10
porter2,to,to,5
porter2,find,find,17
porter2,morel,morel,15
porter2,mushrooms,mushroom,16
porter2,magnesium,magnesium,3
porter2,rich,rich,17
porter2,common,common,36
porter2,schizophrenia,schizophrenia,2
porter2,drugs,drug,8
porter2,carotid,carotid,5
porter2,cavernous,cavern,15
porter2,fistula,fistula,4
porter2,fidel,fidel,23
porter2,castro,castro,4
porter2,yoga,yoga,7
porter2,norway,norway,6
porter2,spruce,spruce,8
porter2,sangre,sangr,4
porter2,de,de,3
porter2,cristo,cristo,3
porter2,mountains,mountain,27
porter2,electronic,electron,30
porter2,medical,medic,57
porter2,educational,educ,45
porter2,advantages,advantag,24
porter2,social,social,59
porter2,networking,network,24
porter2,sites,site,16
porter2,flowering,flower,28
porter2,plants,plant,12
porter2,tie,tie,5
porter2,windsor,windsor,6
porter2,knot,knot,8
porter2,recycling,recycl,41
porter2,lead,lead,13
porter2,acid,acid,39
porter2,batteries,batteri,12
porter2,altitude,altitud,7
porter2,sickness,sick,19
porter2,care,care,30
porter2,jehovah,jehovah,3
porter2,witnesses,wit,18
porter2,pink,pink,14
porter2,slime,slime,9
porter2,ground,ground,12
porter2,mean,mean,18
lovins,raspberry,raspber,18
lovins,pi,pi,62
lovins,uss,us,124
lovins,carl,carl,89
lovins,vinson,vinson,8
lovins,reviews,review,40
lovins,of,of,48
lovins,les,le,60
lovins,miserables,miserabl,19
lovins,rules,rl,73
lovins,golf,golf,37
lovins,average,aver,63
lovins,charitable,charit,39
lovins,donation,don,138
lovins,wind,wind,73
lovins,power,power,80
lovins,bph,bph,16
lovins,treatment,treatm,16
lovins,doctor,doct,33
lovins,zhivago,zhivag,3
lovins,land,land,68
lovins,surveyor,surveyor,5
lovins,gps,gp,47
lovins,what,what,44
lovins,is,is,119
lovins,madagascar,madagascar,9
lovins,known,known,19
lovins,for,for,117
lovins,home,hom,89
lovins,theater,theater,22
lovins,systems,system,75
lovins,carpal,carp,64
lovins,tunnel,tunnel,37
lovins,syndrome,syndrom,22
lovins,capital,capit,62
lovins,gains,gain,53
lovins,tax,tac,105
lovins,rate,rat,141
lovins,maryland,maryland,17
lovins,department,departm,16
lovins,natural,natur,85
lovins,resources,resourc,26
lovins,nicolas,nicol,58
lovins,cage,cag,62
lovins,movies,mov,69
lovins,kids,kid,88
lovins,earth,earth,55
lovins,day,day,41
lovins,activities,act,108
lovins,solar,sol,156
lovins,water,water,78
lovins,fountains,fountain,21
lovins,was,wa,48
lovins,the,th,95
lovins,names,nam,86
lovins,elvis,elv,49
lovins,presley,presle,4
lovins,s,s,1
lovins,nba,nb,50
lovins,records,record,58
lovins,electoral,elector,30
lovins,college,colleg,42
lovins,results,result,61
lovins,male,mal,161
lovins,menopause,menopaus,17
lovins,usda,usd,36
lovins,foods,food,68
lovins,pyramid,pyramid,45
lovins,making,mak,68
lovins,chicken,chick,38
lovins,soup,soup,52
lovins,from,from,70
lovins,scratch,scratch,33
lovins,black,black,66
lovins,and,and,121
lovins,gold,gold,69
lovins,traverse,travers,47
lovins,city,cit,110
lovins,i,i,1
lovins,will,wil,131
lovins,survive,surv,43
lovins,lyrics,lyr,58
lovins,hawaiian,hawai,15
lovins,volcano,volcan,38
lovins,observatories,observator,12
lovins,beef,beef,32
lovins,stroganoff,stroganoff,5
lovins,recipe,recip,32
lovins,world,world,68
lovins,biggest,biggest,13
lovins,dog,dog,92
lovins,are,ar,187
lovins,seven,sev,54
lovins,deadly,dead,64
lovins,sins,sin,138
lovins,hurricane,hurrican,20
lovins,irene,ir,125
lovins,flooding,flood,38
lovins,in,in,156
lovins,manville,manvil,8
lovins,nj,nj,24
lovins,hair,hair,51
lovins,dye,dy,38
lovins,dark,dark,60
lovins,chocolate,chocol,43
lovins,health,health,52
lovins,benefits,benefit,42
lovins,ham,ham,107
lovins,radio,radi,56
lovins,symptoms,symptom,28
lovins,mad,mad,129
lovins,cow,cow,47
lovins,disease,diseas,26
lovins,humans,human,98
lovins,lump,lump,42
lovins,throat,throat,22
lovins,george,georg,65
lovins,bush,bush,47
lovins,sr,sr,78
lovins,bio,bi,54
lovins,frank,frank,59
lovins,lloyd,lloyd,24
lovins,wright,wright,36
lovins,biography,biograph,27
lovins,presidential,presid,46
lovins,middle,middl,34
lovins,a,a,1
lovins,wiki,wik,54
lovins,cannellini,cannellin,4
lovins,beans,bean,51
lovins,afghanistan,afghanistan,16
lovins,flag,flag,59
lovins,old,old,70
lovins,town,town,34
lovins,scottsdale,scottsdal,8
lovins,roosevelt,roosevelt,10
lovins,island,island,44
lovins,civil,civil,72
lovins,war,war,127
lovins,battles,battl,40
lovins,south,south,40
lovins,carolina,carolin,31
lovins,rain,rain,68
lovins,man,man,175
lovins,eggs,eg,108
lovins,shelf,shelf,27
lovins,life,lif,54
lovins,occupational,occup,66
lovins,therapist,therap,39
lovins,ford,ford,56
lovins,edge,edg,57
lovins,problems,problem,57
lovins,identifying,identif,35
lovins,spider,spider,45
lovins,bites,bit,100
lovins,history,histor,66
lovins,orcas,orc,40
lovins,tooth,tooth,24
lovins,abscess,absces,18
lovins,barrett,barres,35
lovins,esophagus,esophagus,3
lovins,teddy,ted,78
lovins,bears,bear,78
lovins,patron,patron,52
lovins,saint,saint,45
lovins,mental,ment,102
lovins,illness,il,156
lovins,holes,hol,128
lovins,by,by,44
lovins,louis,lou,52
lovins,sachar,sachar,16
lovins,hip,hip,78
lovins,roof,roof,32
lovins,carpenter,carpenter,21
lovins,bee,be,60
lovins,american,american,63
lovins,revolutionary,revolution,54
lovins,folk,folk,40
lovins,remedies,remed,40
lovins,sore,sor,109
lovins,balding,bald,46
lovins,cure,cur,234
lovins,evidence,evid,45
lovins,evolution,evolut,65
lovins,tribe,trib,62
lovins,formerly,former,25
lovins,living,liv,79
lovins,alabama,alabam,19
lovins,tornado,tornad,15
lovins,heart,heart,77
lovins,attack,attack,30
lovins,feliz,feliz,13
lovins,navidad,navidad,9
lovins,running,run,98
lovins,marshall,marshal,45
lovins,county,count,73
lovins,schools,school,54
lovins,sun,sun,110
lovins,tzu,tzu,14
lovins,halloween,halloween,33
lovins,dreams,dream,84
lovins,interpretation,interpres,73
lovins,wilson,wilson,32
lovins,instruction,instruc,55
lovins,cole,col,172
lovins,how,how,42
lovins,has,ha,59
lovins,african,african,47
lovins,music,mus,116
lovins,influence,influ,40
lovins,bewitched,bewitch,11
lovins,cast,cast,73
lovins,mister,mister,76
lovins,rogers,roger,33
lovins,game,gam,97
lovins,theory,theor,59
lovins,view,view,45
lovins,my,my,43
lovins,internet,internet,90
lovins,ketogenic,ketogen,5
lovins,diet,dies,97
lovins,nasa,nas,89
lovins,interplanetary,interplanet,7
lovins,missions,mis,252
lovins,hayrides,hayr,23
lovins,pa,pa,55
lovins,where,whes,65
lovins,to,to,57
lovins,find,find,65
lovins,morel,morel,47
lovins,mushrooms,mushroom,34
lovins,magnesium,magnes,18
lovins,rich,rich,61
lovins,common,common,50
lovins,schizophrenia,schizophren,22
lovins,drugs,drug,62
lovins,carotid,carotid,6
lovins,cavernous,cavern,21
lovins,fistula,fistl,29
lovins,fidel,fidel,46
lovins,castro,castr,48
lovins,yoga,yog,44
lovins,norway,norwa,4
lovins,spruce,spruc,15
lovins,sangre,sangr,19
lovins,de,de,70
lovins,cristo,crist,54
lovins,mountains,mountain,43
lovins,electronic,electron,47
lovins,medical,med,140
lovins,educational,educ,76
lovins,advantages,advant,34
lovins,social,soc,61
lovins,networking,network,37
lovins,sites,sit,98
lovins,flowering,flower,51
lovins,plants,plant,79
lovins,tie,ti,70
lovins,windsor,winds,15
lovins,knot,knot,59
lovins,recycling,recycl,53
lovins,lead,lead,42
lovins,acid,acis,73
lovins,batteries,batter,41
lovins,altitude,altitud,13
lovins,sickness,sick,44
lovins,care,car,190
lovins,jehovah,jehovah,7
lovins,witnesses,wit,96
lovins,pink,pink,49
lovins,slime,slim,66
lovins,ground,ground,44
lovins,mean,mean,67
wikt,raspberry,raspberry,7
wikt,pi,pi,15
wikt,uss,us,11
wikt,carl,carl,3
wikt,vinson,vinson,1
wikt,reviews,review,19
wikt,of,of,4
wikt,les,les,17
wikt,miserables,miserable,11
wikt,rules,rule,15
wikt,golf,golf,15
wikt,average,average,10
wikt,charitable,charitable,3
wikt,donation,donation,5
wikt,wind,wind,40
wikt,power,power,12
wikt,bph,bph,2
wikt,treatment,treat,17
wikt,doctor,doctor,25
wikt,zhivago,zhivago,1
wikt,land,land,33
wikt,surveyor,survey,17
wikt,gps,gp,5
wikt,what,what,7
wikt,is,is,3
wikt,madagascar,madagascar,6
wikt,known,know,24
wikt,for,for,1
wikt,home,home,42
wikt,theater,theater,5
wikt,systems,system,39
wikt,carpal,carpal,2
wikt,tunnel,tunnel,15
wikt,syndrome,syndrome,6
wikt,capital,capital,20
wikt,gains,gain,17
wikt,tax,tax,27
wikt,rate,rate,15
wikt,maryland,maryland,5
wikt,department,department,5
wikt,natural,natural,20
wikt,resources,resource,10
wikt,nicolas,nicolas,1
wikt,cage,cage,13
wikt,movies,movie,13
wikt,kids,kid,34
wikt,earth,earth,45
wikt,day,day,18
wikt,activities,act,83
wikt,solar,solar,17
wikt,water,water,49
wikt,fountains,fountain,8
wikt,was,wa,4
wikt,the,the,1
wikt,names,name,21
wikt,elvis,elvis,4
wikt,presley,presley,1
wikt,s,s,1
wikt,nba,nba,3
wikt,records,record,16
wikt,electoral,elector,13
wikt,college,college,9
wikt,results,result,10
wikt,male,male,7
wikt,menopause,menopause,6
wikt,usda,usda,1
wikt,foods,food,31
wikt,pyramid,pyramid,17
wikt,making,make,15
wikt,chicken,cock,32
wikt,soup,soup,13
wikt,from,from,3
wikt,scratch,scratch,19
wikt,black,black,43
wikt,and,and,4
wikt,gold,gold,23
wikt,traverse,traverse,11
wikt,city,city,25
wikt,i,i,1
wikt,will,will,18
wikt,survive,survive,18
wikt,lyrics,lyre,20
wikt,hawaiian,hawaii,8
wikt,volcano,volcano,20
wikt,observatories,observatory,2
wikt,beef,beef,13
wikt,stroganoff,stroganoff,2
wikt,recipe,recipe,2
wikt,world,world,31
wikt,biggest,biggest,1
wikt,dog,dog,62
wikt,are,are,3
wikt,seven,seven,25
wikt,deadly,dead,27
wikt,sins,sin,19
wikt,hurricane,hurricane,5
wikt,irene,irene,2
wikt,flooding,flood,17
wikt,in,in,16
wikt,manville,manville,1
wikt,nj,nj,1
wikt,hair,hair,21
wikt,dye,dye,14
wikt,dark,dark,36
wikt,chocolate,chocolate,16
wikt,health,whole,13
wikt,benefits,benefit,10
wikt,ham,ham,15
wikt,radio,radio,11
wikt,symptoms,symptom,12
wikt,mad,mad,17
wikt,cow,cow,17
wikt,disease,disease,11
wikt,humans,human,49
wikt,lump,lump,25
wikt,throat,throat,21
wikt,george,george,5
wikt,bush,bush,31
wikt,sr,sr,1
wikt,bio,bio,3
wikt,frank,frank,43
wikt,lloyd,lloyd,1
wikt,wright,wright,3
wikt,biography,biography,11
wikt,presidential,president,18
wikt,middle,middle,19
wikt,a,a,1
wikt,wiki,wiki,17
wikt,cannellini,cannellini,2
wikt,beans,bean,15
wikt,afghanistan,afghanistan,4
wikt,flag,flag,16
wikt,old,old,28
wikt,town,town,37
wikt,scottsdale,scottsdale,1
wikt,roosevelt,roosevelt,2
wikt,island,island,14
wikt,civil,civil,28
wikt,war,war,32
wikt,battles,battle,12
wikt,south,south,37
wikt,carolina,carolina,1
wikt,rain,rain,21
wikt,man,man,59
wikt,eggs,egg,22
wikt,shelf,shelf,11
wikt,life,life,36
wikt,occupational,occupation,5
wikt,therapist,therapy,12
wikt,ford,ford,18
wikt,edge,edge,20
wikt,problems,problem,16
wikt,identifying,identify,11
wikt,spider,spider,21
wikt,bites,bite,30
wikt,history,history,15
wikt,orcas,orca,2
wikt,tooth,tooth,19
wikt,abscess,abscess,6
wikt,barrett,barrett,1
wikt,esophagus,esophagus,4
wikt,teddy,teddy,3
wikt,bears,bear,39
wikt,patron,patron,28
wikt,saint,saint,22
wikt,mental,mental,18
wikt,illness,ill,10
wikt,holes,hole,19
wikt,by,by,2
wikt,louis,louis,2
wikt,sachar,sachar,1
wikt,hip,hip,28
wikt,roof,roof,14
wikt,carpenter,carpenter,7
wikt,bee,bee,20
wikt,american,america,33
wikt,revolutionary,revolution,29
wikt,folk,folk,20
wikt,remedies,remedy,4
wikt,sore,sore,7
wikt,balding,bald,13
wikt,cure,cure,14
wikt,evidence,evidence,6
wikt,evolution,evolution,15
wikt,tribe,tribe,29
wikt,formerly,form,21
wikt,living,live,40
wikt,alabama,alabama,7
wikt,tornado,tornado,6
wikt,heart,heart,43
wikt,attack,attack,14
wikt,feliz,feliz,1
wikt,navidad,navidad,1
wikt,running,run,28
wikt,marshall,marshall,5
wikt,county,county,7
wikt,schools,school,43
wikt,sun,sun,21
wikt,tzu,tzu,1
wikt,halloween,halloween,4
wikt,dreams,dreams,1
wikt,interpretation,interpret,19
wikt,wilson,wilson,3
wikt,instruction,instruct,22
wikt,cole,cole,2
wikt,how,how,3
wikt,has,have,17
wikt,african,african,19
wikt,music,muse,62
wikt,influence,influence,18
wikt,bewitched,bewitch,15
wikt,cast,cast,26
wikt,mister,mist,28
wikt,rogers,rogers,1
wikt,game,game,47
wikt,theory,theory,11
wikt,view,view,24
wikt,my,my,2
wikt,internet,internet,10
wikt,ketogenic,ketogenic,1
wikt,diet,diet,17
wikt,nasa,nasa,1
wikt,interplanetary,interplanetary,1
wikt,missions,mission,23
wikt,hayrides,hayride,2
wikt,pa,pa,2
wikt,where,where,4
wikt,to,to,23
wikt,find,find,12
wikt,morel,morel,2
wikt,mushrooms,mushroom,14
wikt,magnesium,magnesium,6
wikt,rich,rich,13
wikt,common,common,17
wikt,schizophrenia,schizophrenia,9
wikt,drugs,drug,27
wikt,carotid,carotid,4
wikt,cavernous,cavern,10
wikt,fistula,fistula,14
wikt,fidel,fidel,2
wikt,castro,castro,9
wikt,yoga,yoga,11
wikt,norway,norway,4
wikt,spruce,spruce,10
wikt,sangre,sangre,1
wikt,de,de,5
wikt,cristo,cristo,1
wikt,mountains,mountain,20
wikt,electronic,electron,18
wikt,medical,medical,13
wikt,educational,educate,35
wikt,advantages,advantage,8
wikt,social,social,33
wikt,networking,network,10
wikt,sites,site,10
wikt,flowering,flow,43
wikt,plants,plant,32
wikt,tie,tie,9
wikt,windsor,windsor,1
wikt,knot,knot,16
wikt,recycling,recycle,16
wikt,lead,lead,36
wikt,acid,acid,57
wikt,batteries,battery,4
wikt,altitude,altitude,5
wikt,sickness,sick,35
wikt,care,care,23
wikt,jehovah,jehovah,11
wikt,witnesses,wit,31
wikt,pink,pink,24
wikt,slime,slime,14
wikt,ground,ground,22
wikt,mean,mean,22
